Train_type,Train_name,Train_no,block_no,IB(boolean),ETA_NS,ETA_DS,current_speed,DFNS,current delay,dwell time,time_delay,block_len,Approaching_block_no,advance_block_no,running_status(bool),halt_station,PF_no,Station_name,Total_platforms,free_platforms,starter_signal,home_signal,block_type,block_status,adv_starter_signal(bool)
Vande Bharat,Train_16403,16403,5,False,2025-09-11 10:09:00,2025-09-11 11:33:00,61,4.27,78,58,20,1536,6,10,True,STN_17,2,STN_17,8,3,True,True,Yard,Occupied,True
Superfast,Train_12480,12480,69,False,2025-09-11 10:27:00,2025-09-11 13:56:00,37,12.6,52,73,7,1816,70,73,False,STN_13,3,STN_13,3,2,False,False,Main,Free,True
Shatabdi,Train_16456,16456,166,False,2025-09-11 10:01:00,2025-09-11 12:32:00,47,0.21,45,91,44,1490,167,170,True,STN_27,1,STN_27,11,6,False,True,Yard,Occupied,False
Vande Bharat,Train_16308,16308,42,False,2025-09-11 10:12:00,2025-09-11 10:29:00,47,3.7,116,21,12,1590,43,46,True,STN_10,3,STN_10,5,3,True,True,Main,Free,True
Rajdhani,Train_20128,20128,113,True,2025-09-11 10:34:00,2025-09-11 13:05:00,65,0.19,60,51,14,1655,114,118,False,STN_15,6,STN_15,9,4,False,False,Main,Occupied,True
Rajdhani,Train_12908,12908,155,False,2025-09-11 10:11:00,2025-09-11 11:41:00,39,1.89,0,64,56,431,156,158,True,STN_34,7,STN_34,10,3,False,False,Main,Free,False
Express,Train_18024,18024,107,False,2025-09-11 10:02:00,2025-09-11 10:45:00,51,4.08,51,63,51,679,108,109,False,STN_22,10,STN_22,12,9,True,True,Yard,Free,False
Shatabdi,Train_13685,13685,54,False,2025-09-11 10:05:00,2025-09-11 13:16:00,90,11.66,107,91,47,1150,55,55,True,STN_30,8,STN_30,8,7,True,False,Main,Occupied,True
Vande Bharat,Train_15742,15742,34,True,2025-09-11 10:14:00,2025-09-11 12:27:00,64,4.51,0,46,10,1365,35,39,True,STN_8,4,STN_8,6,2,False,False,Main,Under_Maintenance,False
Passenger,Train_12721,12721,26,False,2025-09-11 10:56:00,2025-09-11 12:08:00,50,6.33,57,165,19,1657,27,28,True,STN_19,4,STN_19,12,2,True,True,Yard,Under_Maintenance,True
Rajdhani,Train_12753,12753,143,True,2025-09-11 10:04:00,2025-09-11 14:14:00,61,16.56,0,111,22,2060,144,146,False,STN_8,3,STN_8,6,2,False,False,Loop,Free,True
Express,Train_18274,18274,174,True,2025-09-11 10:10:00,2025-09-11 11:16:00,50,4.36,0,32,52,802,175,179,True,STN_27,1,STN_27,11,6,False,True,Loop,Under_Maintenance,False
Shatabdi,Train_12579,12579,17,False,2025-09-11 10:26:00,2025-09-11 12:48:00,31,10.46,41,36,7,794,18,22,False,STN_46,2,STN_46,6,0,True,False,Main,Under_Maintenance,False
Superfast,Train_15678,15678,31,True,2025-09-11 10:19:00,2025-09-11 14:00:00,61,1.72,55,46,16,327,32,34,True,STN_34,6,STN_34,10,3,False,False,Yard,Occupied,True
Vande Bharat,Train_18819,18819,197,True,2025-09-11 10:19:00,2025-09-11 13:47:00,52,8.28,73,48,17,1364,198,199,False,STN_37,7,STN_37,7,5,False,False,Loop,Occupied,True
Passenger,Train_16444,16444,177,True,2025-09-11 10:28:00,2025-09-11 12:25:00,80,11.29,111,83,3,1702,178,181,False,STN_19,8,STN_19,12,2,True,True,Yard,Free,True
Shatabdi,Train_13956,13956,194,True,2025-09-11 10:03:00,2025-09-11 12:32:00,65,14.93,0,79,50,728,195,199,True,STN_32,10,STN_32,10,6,False,False,Yard,Occupied,False
Express,Train_14938,14938,27,True,2025-09-11 10:32:00,2025-09-11 13:42:00,43,4.36,60,10,6,1684,28,29,True,STN_44,2,STN_44,9,8,False,False,Yard,Under_Maintenance,True
Passenger,Train_18568,18568,53,False,2025-09-11 10:49:00,2025-09-11 12:45:00,58,9.31,0,126,46,781,54,56,False,STN_43,12,STN_43,12,5,False,False,Yard,Occupied,True
Superfast,Train_16625,16625,114,False,2025-09-11 10:14:00,2025-09-11 11:52:00,55,10.72,118,49,55,2174,115,115,False,STN_12,3,STN_12,9,2,False,True,Main,Under_Maintenance,True
Shatabdi,Train_13415,13415,166,False,2025-09-11 10:21:00,2025-09-11 15:09:00,48,5.4,16,67,52,648,167,168,False,STN_24,2,STN_24,12,10,False,False,Yard,Occupied,False
Superfast,Train_12130,12130,52,False,2025-09-11 10:17:00,2025-09-11 14:22:00,63,12.29,37,48,49,1436,53,53,True,STN_25,2,STN_25,6,0,True,True,Yard,Free,True
Shatabdi,Train_16777,16777,122,False,2025-09-11 10:15:00,2025-09-11 12:23:00,82,2.17,4,97,32,1100,123,124,False,STN_33,1,STN_33,6,6,True,False,Loop,Free,True
Express,Train_22202,22202,69,False,2025-09-11 10:29:00,2025-09-11 12:39:00,77,11.48,114,42,48,2412,70,73,False,STN_50,3,STN_50,6,2,True,False,Main,Free,True
Shatabdi,Train_18033,18033,162,True,2025-09-11 10:33:00,2025-09-11 12:27:00,36,7.59,0,78,48,394,163,167,False,STN_19,7,STN_19,12,2,True,True,Main,Under_Maintenance,True
Vande Bharat,Train_15201,15201,59,True,2025-09-11 10:09:00,2025-09-11 11:33:00,55,9.67,40,71,26,594,60,63,True,STN_2,4,STN_2,6,0,False,False,Main,Under_Maintenance,True
Passenger,Train_14466,14466,133,False,2025-09-11 10:04:00,2025-09-11 12:40:00,72,6.14,0,165,28,2126,134,135,False,STN_3,1,STN_3,8,8,False,False,Yard,Free,True
Express,Train_12391,12391,184,True,2025-09-11 10:06:00,2025-09-11 13:49:00,33,2.91,0,47,21,1354,185,187,False,STN_21,7,STN_21,10,4,False,True,Yard,Under_Maintenance,False
Vande Bharat,Train_22419,22419,198,True,2025-09-11 10:33:00,2025-09-11 14:11:00,51,17.53,42,53,3,1108,199,200,True,STN_37,7,STN_37,7,5,False,False,Yard,Occupied,True
Passenger,Train_17488,17488,10,True,2025-09-11 10:26:00,2025-09-11 11:58:00,78,1.89,78,94,3,1517,11,15,False,STN_34,5,STN_34,10,3,False,False,Main,Free,False
Passenger,Train_17038,17038,108,False,2025-09-11 10:24:00,2025-09-11 12:55:00,85,4.69,105,129,44,1616,109,113,True,STN_19,5,STN_19,12,2,True,True,Yard,Under_Maintenance,False
Express,Train_20680,20680,185,False,2025-09-11 10:59:00,2025-09-11 14:43:00,64,8.58,19,44,0,1328,186,188,False,STN_24,9,STN_24,12,10,False,False,Loop,Occupied,True
Passenger,Train_20061,20061,157,True,2025-09-11 10:11:00,2025-09-11 12:57:00,48,12.11,110,173,25,1217,158,161,True,STN_7,4,STN_7,9,6,True,False,Main,Free,False
Passenger,Train_16584,16584,140,False,2025-09-11 10:37:00,2025-09-11 12:32:00,50,14.65,109,164,22,2103,141,144,True,STN_41,4,STN_41,10,0,True,False,Yard,Free,False
Shatabdi,Train_15792,15792,78,True,2025-09-11 10:00:00,2025-09-11 12:13:00,74,4.59,0,107,34,997,79,81,False,STN_33,4,STN_33,6,6,True,False,Yard,Under_Maintenance,False
Rajdhani,Train_18102,18102,186,True,2025-09-11 10:05:00,2025-09-11 11:35:00,50,16.4,64,82,34,1849,187,189,True,STN_50,2,STN_50,6,2,True,False,Main,Under_Maintenance,True
Passenger,Train_21515,21515,24,False,2025-09-11 10:18:00,2025-09-11 12:17:00,58,8.06,64,131,21,2295,25,26,True,STN_6,1,STN_6,10,0,False,False,Main,Occupied,False
Rajdhani,Train_22440,22440,8,False,2025-09-11 10:02:00,2025-09-11 11:57:00,54,10.4,0,120,53,1089,9,11,True,STN_28,7,STN_28,11,10,False,True,Yard,Free,False
Shatabdi,Train_21697,21697,130,True,2025-09-11 10:16:00,2025-09-11 12:27:00,61,14.6,118,92,3,1545,131,133,True,STN_1,3,STN_1,5,1,False,True,Loop,Free,False
Vande Bharat,Train_19126,19126,161,False,2025-09-11 10:10:00,2025-09-11 11:11:00,64,16.66,0,62,3,1983,162,162,True,STN_38,8,STN_38,11,0,True,True,Loop,Free,False
Superfast,Train_15879,15879,77,True,2025-09-11 10:00:00,2025-09-11 13:11:00,42,8.99,47,53,21,1753,78,79,False,STN_4,3,STN_4,3,1,False,False,Main,Under_Maintenance,True
Rajdhani,Train_17161,17161,149,True,2025-09-11 10:12:00,2025-09-11 12:10:00,32,16.49,20,76,19,2080,150,152,False,STN_36,5,STN_36,5,3,True,False,Loop,Occupied,True
Rajdhani,Train_17211,17211,173,True,2025-09-11 10:30:00,2025-09-11 12:45:00,58,10.99,113,114,24,1143,174,178,False,STN_25,6,STN_25,6,0,True,True,Loop,Occupied,True
Passenger,Train_15827,15827,64,True,2025-09-11 10:33:00,2025-09-11 12:05:00,53,5.58,14,87,33,1461,65,69,True,STN_35,4,STN_35,8,0,False,False,Yard,Under_Maintenance,False
Shatabdi,Train_14230,14230,200,False,2025-09-11 10:14:00,2025-09-11 10:41:00,50,3.65,47,63,6,1612,199,200,True,STN_32,7,STN_32,10,6,False,False,Yard,Free,True
Passenger,Train_14546,14546,106,True,2025-09-11 10:08:00,2025-09-11 12:14:00,45,18.08,0,81,3,1759,107,110,True,STN_12,3,STN_12,9,2,False,True,Yard,Under_Maintenance,True
Rajdhani,Train_19365,19365,122,True,2025-09-11 10:07:00,2025-09-11 13:02:00,60,19.96,45,47,4,1478,123,125,False,STN_17,7,STN_17,8,3,True,True,Loop,Free,True
Passenger,Train_18660,18660,151,False,2025-09-11 10:41:00,2025-09-11 12:21:00,72,3.0,0,133,37,1542,152,155,False,STN_30,7,STN_30,8,7,True,False,Loop,Occupied,False
Rajdhani,Train_15401,15401,113,False,2025-09-11 10:02:00,2025-09-11 12:01:00,45,13.33,118,111,26,1862,114,115,False,STN_25,2,STN_25,6,0,True,True,Main,Occupied,True
Superfast,Train_19591,19591,130,True,2025-09-11 10:09:00,2025-09-11 11:05:00,68,6.83,55,49,45,836,131,134,True,STN_42,2,STN_42,6,3,True,False,Loop,Free,False
Express,Train_13481,13481,181,True,2025-09-11 10:40:00,2025-09-11 11:35:00,54,4.46,108,54,13,1167,182,185,False,STN_46,4,STN_46,6,0,True,False,Main,Free,True
Passenger,Train_21884,21884,9,True,2025-09-11 10:15:00,2025-09-11 10:28:00,54,2.22,74,87,23,490,10,10,True,STN_19,10,STN_19,12,2,True,True,Main,Occupied,False
Express,Train_17370,17370,105,True,2025-09-11 10:24:00,2025-09-11 13:51:00,65,16.06,0,28,23,2240,106,110,True,STN_18,2,STN_18,3,1,True,True,Main,Under_Maintenance,True
Superfast,Train_16066,16066,11,True,2025-09-11 10:01:00,2025-09-11 12:59:00,62,8.95,0,37,23,1091,12,14,False,STN_26,3,STN_26,7,1,True,False,Loop,Occupied,True
Passenger,Train_20412,20412,78,False,2025-09-11 10:00:00,2025-09-11 11:17:00,75,3.89,55,85,1,1067,79,80,False,STN_32,3,STN_32,10,6,False,False,Yard,Under_Maintenance,False
Express,Train_16262,16262,151,False,2025-09-11 10:38:00,2025-09-11 11:46:00,72,10.58,0,72,59,1781,152,154,True,STN_47,3,STN_47,4,4,True,True,Loop,Occupied,False
Rajdhani,Train_18625,18625,56,True,2025-09-11 10:23:00,2025-09-11 11:51:00,42,9.57,120,87,31,2275,57,57,True,STN_50,1,STN_50,6,2,True,False,Yard,Occupied,False
Rajdhani,Train_13551,13551,141,False,2025-09-11 10:14:00,2025-09-11 11:35:00,64,11.07,0,162,55,662,142,142,True,STN_1,4,STN_1,5,1,False,True,Yard,Occupied,True
Passenger,Train_14290,14290,124,False,2025-09-11 10:14:00,2025-09-11 14:24:00,50,1.22,75,155,28,1150,125,127,True,STN_18,2,STN_18,3,1,True,True,Loop,Occupied,True
Express,Train_13010,13010,122,True,2025-09-11 10:03:00,2025-09-11 14:19:00,58,3.5,0,21,32,748,123,126,True,STN_34,8,STN_34,10,3,False,False,Loop,Free,True
Rajdhani,Train_15246,15246,171,False,2025-09-11 10:18:00,2025-09-11 10:19:00,55,2.89,0,72,55,1524,172,174,False,STN_28,2,STN_28,11,10,False,True,Yard,Under_Maintenance,False
Vande Bharat,Train_22326,22326,160,False,2025-09-11 10:53:00,2025-09-11 13:51:00,81,12.65,30,30,14,1166,161,164,True,STN_14,3,STN_14,6,3,False,False,Loop,Under_Maintenance,True
Shatabdi,Train_21540,21540,139,True,2025-09-11 10:10:00,2025-09-11 12:54:00,40,7.56,102,47,56,1028,140,143,False,STN_20,5,STN_20,10,10,True,True,Loop,Free,True
Passenger,Train_13228,13228,166,True,2025-09-11 10:13:00,2025-09-11 10:19:00,63,15.22,0,90,45,1500,167,167,True,STN_28,10,STN_28,11,10,False,True,Yard,Occupied,False
Vande Bharat,Train_15239,15239,162,False,2025-09-11 10:05:00,2025-09-11 13:28:00,35,1.19,74,48,41,1618,163,163,False,STN_4,3,STN_4,3,1,False,False,Main,Under_Maintenance,True
Passenger,Train_14110,14110,144,True,2025-09-11 10:15:00,2025-09-11 12:45:00,49,5.95,0,111,39,1962,145,149,False,STN_1,5,STN_1,5,1,False,True,Yard,Occupied,False
Passenger,Train_14007,14007,194,True,2025-09-11 10:02:00,2025-09-11 11:34:00,76,9.71,76,101,33,867,195,196,False,STN_22,8,STN_22,12,9,True,True,Yard,Occupied,False
Express,Train_12829,12829,129,True,2025-09-11 10:46:00,2025-09-11 16:14:00,66,8.34,0,61,42,2042,130,134,False,STN_17,3,STN_17,8,3,True,True,Loop,Free,True
Rajdhani,Train_18471,18471,5,False,2025-09-11 10:26:00,2025-09-11 12:23:00,83,13.35,0,131,15,761,6,10,True,STN_7,8,STN_7,9,6,True,False,Yard,Occupied,True
Vande Bharat,Train_18270,18270,22,False,2025-09-11 10:14:00,2025-09-11 13:24:00,56,6.04,33,41,37,1411,23,23,False,STN_38,8,STN_38,11,0,True,True,Main,Occupied,False
Superfast,Train_14831,14831,6,False,2025-09-11 10:06:00,2025-09-11 10:45:00,79,3.37,42,39,11,1705,7,10,True,STN_46,1,STN_46,6,0,True,False,Main,Free,True
Superfast,Train_15066,15066,136,False,2025-09-11 10:16:00,2025-09-11 13:11:00,61,15.4,28,45,16,1786,137,137,False,STN_12,2,STN_12,9,2,False,True,Yard,Under_Maintenance,True
Express,Train_19307,19307,26,True,2025-09-11 10:05:00,2025-09-11 14:40:00,61,3.42,4,73,9,1554,27,28,True,STN_22,5,STN_22,12,9,True,True,Yard,Under_Maintenance,True
Shatabdi,Train_22061,22061,197,True,2025-09-11 10:39:00,2025-09-11 13:11:00,64,4.02,0,115,19,988,198,200,True,STN_39,6,STN_39,6,5,False,False,Loop,Occupied,True
Superfast,Train_22605,22605,44,True,2025-09-11 10:07:00,2025-09-11 11:22:00,54,4.86,88,50,20,2357,45,46,False,STN_16,1,STN_16,4,3,True,True,Yard,Occupied,True
Shatabdi,Train_18750,18750,183,True,2025-09-11 10:40:00,2025-09-11 11:29:00,51,6.04,7,57,24,1816,184,184,False,STN_19,6,STN_19,12,2,True,True,Loop,Occupied,True
Passenger,Train_12999,12999,37,False,2025-09-11 10:54:00,2025-09-11 12:43:00,33,2.53,13,84,16,1667,38,41,False,STN_21,2,STN_21,10,4,False,True,Main,Occupied,True
Express,Train_18275,18275,14,True,2025-09-11 10:10:00,2025-09-11 10:34:00,46,14.1,0,55,48,885,15,19,False,STN_27,10,STN_27,11,6,False,True,Loop,Occupied,False
Vande Bharat,Train_15267,15267,61,False,2025-09-11 10:07:00,2025-09-11 12:47:00,56,8.87,61,44,48,993,62,66,True,STN_48,4,STN_48,6,5,False,False,Main,Under_Maintenance,True
Shatabdi,Train_22334,22334,30,False,2025-09-11 10:07:00,2025-09-11 13:26:00,50,5.68,0,97,20,819,31,34,True,STN_45,9,STN_45,10,4,False,False,Loop,Under_Maintenance,True
Vande Bharat,Train_18266,18266,105,True,2025-09-11 10:25:00,2025-09-11 12:38:00,56,5.49,54,63,1,1593,106,109,False,STN_33,6,STN_33,6,6,True,False,Main,Under_Maintenance,True
Shatabdi,Train_19859,19859,60,True,2025-09-11 10:17:00,2025-09-11 13:36:00,48,8.14,0,83,35,832,61,65,False,STN_13,3,STN_13,3,2,False,False,Main,Under_Maintenance,False
Shatabdi,Train_17636,17636,26,True,2025-09-11 10:00:00,2025-09-11 12:50:00,55,3.55,73,96,41,1439,27,28,False,STN_6,5,STN_6,10,0,False,False,Yard,Under_Maintenance,True
Superfast,Train_18363,18363,146,False,2025-09-11 10:02:00,2025-09-11 13:04:00,44,6.82,45,54,5,1627,147,151,True,STN_35,4,STN_35,8,0,False,False,Loop,Free,True
Superfast,Train_12427,12427,37,False,2025-09-11 10:22:00,2025-09-11 11:35:00,42,10.28,69,31,10,933,38,39,True,STN_17,7,STN_17,8,3,True,True,Main,Occupied,True
Superfast,Train_12480,12480,143,False,2025-09-11 10:15:00,2025-09-11 10:46:00,39,19.41,0,49,0,1121,144,147,True,STN_28,10,STN_28,11,10,False,True,Loop,Free,True
Shatabdi,Train_19728,19728,75,True,2025-09-11 10:06:00,2025-09-11 11:51:00,50,8.79,0,30,3,1570,76,79,False,STN_18,2,STN_18,3,1,True,True,Loop,Free,True
Express,Train_21568,21568,154,False,2025-09-11 10:22:00,2025-09-11 12:44:00,83,4.42,105,45,24,1587,155,157,True,STN_27,11,STN_27,11,6,False,True,Yard,Under_Maintenance,False
Express,Train_13640,13640,55,False,2025-09-11 10:27:00,2025-09-11 12:08:00,72,7.61,0,20,10,1007,56,60,True,STN_40,10,STN_40,11,3,False,False,Yard,Under_Maintenance,True
Shatabdi,Train_16366,16366,18,False,2025-09-11 10:15:00,2025-09-11 11:58:00,65,8.99,0,38,25,1682,19,19,True,STN_32,3,STN_32,10,6,False,False,Yard,Under_Maintenance,False
Shatabdi,Train_15594,15594,186,False,2025-09-11 10:12:00,2025-09-11 10:14:00,50,10.93,41,62,13,1522,187,191,False,STN_19,9,STN_19,12,2,True,True,Main,Under_Maintenance,True
Express,Train_17813,17813,82,False,2025-09-11 10:57:00,2025-09-11 11:01:00,43,10.38,93,57,16,1469,83,86,True,STN_33,3,STN_33,6,6,True,False,Loop,Occupied,False
Shatabdi,Train_15875,15875,63,False,2025-09-11 10:02:00,2025-09-11 12:48:00,75,6.48,18,56,13,1380,64,67,False,STN_26,5,STN_26,7,1,True,False,Yard,Free,False
Shatabdi,Train_17878,17878,85,True,2025-09-11 10:25:00,2025-09-11 10:43:00,58,7.98,108,60,8,2452,86,86,True,STN_38,10,STN_38,11,0,True,True,Main,Free,True
Shatabdi,Train_17761,17761,122,True,2025-09-11 10:23:00,2025-09-11 12:03:00,81,8.31,0,54,43,616,123,124,True,STN_29,7,STN_29,9,7,True,False,Loop,Free,True
Express,Train_21225,21225,143,False,2025-09-11 10:14:00,2025-09-11 12:19:00,48,14.41,31,84,34,826,144,144,False,STN_27,11,STN_27,11,6,False,True,Loop,Free,True
Superfast,Train_20882,20882,167,True,2025-09-11 10:01:00,2025-09-11 14:48:00,76,8.98,68,36,1,1222,168,171,True,STN_39,6,STN_39,6,5,False,False,Loop,Occupied,False
Passenger,Train_20035,20035,32,False,2025-09-11 10:30:00,2025-09-11 12:27:00,72,2.59,27,96,52,1321,33,37,True,STN_6,6,STN_6,10,0,False,False,Main,Free,False
Express,Train_12920,12920,100,True,2025-09-11 10:14:00,2025-09-11 11:19:00,72,10.82,109,49,0,1799,101,101,True,STN_29,8,STN_29,9,7,True,False,Main,Under_Maintenance,False
Shatabdi,Train_12326,12326,95,True,2025-09-11 10:08:00,2025-09-11 10:16:00,31,6.95,44,67,0,2360,96,97,False,STN_43,12,STN_43,12,5,False,False,Loop,Occupied,False
Superfast,Train_12011,12011,6,False,2025-09-11 10:02:00,2025-09-11 11:09:00,74,16.04,105,38,58,1199,7,9,True,STN_40,4,STN_40,11,3,False,False,Main,Free,True
Superfast,Train_14137,14137,24,False,2025-09-11 10:22:00,2025-09-11 14:21:00,79,5.2,114,56,14,983,25,26,True,STN_36,4,STN_36,5,3,True,False,Main,Occupied,False
Passenger,Train_17301,17301,93,True,2025-09-11 10:01:00,2025-09-11 10:45:00,60,8.01,2,135,31,903,94,98,True,STN_46,2,STN_46,6,0,True,False,Main,Occupied,True
Shatabdi,Train_14420,14420,2,True,2025-09-11 10:10:00,2025-09-11 11:29:00,80,6.75,94,46,25,1134,3,3,True,STN_30,5,STN_30,8,7,True,False,Yard,Occupied,True
Shatabdi,Train_13817,13817,146,False,2025-09-11 10:50:00,2025-09-11 11:43:00,46,5.58,0,81,35,1550,147,148,False,STN_17,3,STN_17,8,3,True,True,Loop,Free,True
Superfast,Train_13188,13188,17,True,2025-09-11 10:06:00,2025-09-11 10:35:00,68,9.5,0,55,8,1795,18,20,False,STN_24,10,STN_24,12,10,False,False,Main,Under_Maintenance,False
Passenger,Train_21601,21601,59,False,2025-09-11 10:18:00,2025-09-11 11:43:00,63,13.27,0,130,54,1262,60,60,False,STN_16,3,STN_16,4,3,True,True,Main,Under_Maintenance,True
Superfast,Train_16944,16944,175,False,2025-09-11 10:29:00,2025-09-11 13:46:00,62,9.58,0,57,60,1694,176,179,True,STN_27,11,STN_27,11,6,False,True,Loop,Occupied,False
Vande Bharat,Train_14580,14580,173,True,2025-09-11 10:40:00,2025-09-11 12:11:00,83,1.47,13,21,27,1445,174,177,False,STN_10,3,STN_10,5,3,True,True,Loop,Occupied,True
Rajdhani,Train_22473,22473,32,False,2025-09-11 10:00:00,2025-09-11 11:42:00,61,9.65,57,90,23,1312,33,37,False,STN_20,1,STN_20,10,10,True,True,Main,Free,False
Vande Bharat,Train_14854,14854,185,True,2025-09-11 10:19:00,2025-09-11 12:51:00,66,2.3,0,55,17,1306,186,189,False,STN_37,5,STN_37,7,5,False,False,Loop,Occupied,True
Vande Bharat,Train_15657,15657,115,False,2025-09-11 10:26:00,2025-09-11 10:54:00,90,6.88,0,32,25,1887,116,117,True,STN_2,3,STN_2,6,0,False,False,Yard,Occupied,True
Superfast,Train_18199,18199,21,True,2025-09-11 10:21:00,2025-09-11 13:42:00,60,5.94,119,48,14,443,22,25,False,STN_18,1,STN_18,3,1,True,True,Loop,Free,True
Express,Train_14086,14086,64,True,2025-09-11 10:32:00,2025-09-11 12:54:00,69,14.29,0,69,21,1770,65,67,True,STN_37,1,STN_37,7,5,False,False,Yard,Under_Maintenance,False
Rajdhani,Train_21385,21385,161,True,2025-09-11 10:13:00,2025-09-11 13:36:00,77,8.18,0,142,30,1736,162,165,True,STN_5,1,STN_5,12,11,True,False,Loop,Free,False
Shatabdi,Train_14983,14983,152,False,2025-09-11 10:06:00,2025-09-11 11:30:00,61,0.22,0,85,15,1053,153,153,False,STN_14,4,STN_14,6,3,False,False,Main,Occupied,False
Express,Train_22016,22016,62,False,2025-09-11 10:54:00,2025-09-11 13:05:00,56,9.95,0,75,52,1278,63,65,True,STN_16,2,STN_16,4,3,True,True,Main,Under_Maintenance,False
Express,Train_20129,20129,19,False,2025-09-11 10:01:00,2025-09-11 11:48:00,60,11.83,0,58,40,1069,20,23,False,STN_14,5,STN_14,6,3,False,False,Yard,Free,True
Express,Train_13274,13274,32,True,2025-09-11 10:12:00,2025-09-11 11:51:00,51,5.51,0,58,58,682,33,33,False,STN_36,4,STN_36,5,3,True,False,Main,Free,False
Express,Train_17234,17234,81,True,2025-09-11 10:21:00,2025-09-11 13:03:00,35,4.04,0,57,3,551,82,85,True,STN_28,1,STN_28,11,10,False,True,Yard,Occupied,False
Vande Bharat,Train_22977,22977,78,False,2025-09-11 10:32:00,2025-09-11 12:58:00,44,5.57,0,42,6,558,79,79,False,STN_29,9,STN_29,9,7,True,False,Yard,Under_Maintenance,False
Passenger,Train_19317,19317,14,False,2025-09-11 10:16:00,2025-09-11 13:18:00,79,1.91,28,186,25,1132,15,15,False,STN_28,10,STN_28,11,10,False,True,Loop,Occupied,False
Express,Train_15435,15435,193,False,2025-09-11 10:05:00,2025-09-11 12:31:00,46,6.35,0,63,55,378,194,198,True,STN_49,11,STN_49,12,12,False,True,Yard,Occupied,True
Superfast,Train_17742,17742,160,True,2025-09-11 10:35:00,2025-09-11 10:42:00,54,14.44,47,10,24,454,161,164,True,STN_24,7,STN_24,12,10,False,False,Loop,Under_Maintenance,True
Passenger,Train_12020,12020,159,True,2025-09-11 10:08:00,2025-09-11 11:42:00,62,7.12,17,134,41,774,160,160,False,STN_30,8,STN_30,8,7,True,False,Loop,Under_Maintenance,True
Vande Bharat,Train_19179,19179,133,False,2025-09-11 10:32:00,2025-09-11 11:46:00,53,10.76,81,66,12,1492,134,134,False,STN_38,2,STN_38,11,0,True,True,Yard,Free,True
Rajdhani,Train_14725,14725,4,True,2025-09-11 10:57:00,2025-09-11 11:30:00,82,8.66,82,116,50,1015,5,6,False,STN_38,10,STN_38,11,0,True,True,Yard,Under_Maintenance,True
Superfast,Train_18204,18204,33,False,2025-09-11 10:02:00,2025-09-11 12:45:00,62,11.29,21,42,26,1620,34,37,False,STN_39,6,STN_39,6,5,False,False,Loop,Occupied,True
Rajdhani,Train_13661,13661,159,False,2025-09-11 10:23:00,2025-09-11 12:28:00,77,14.73,0,84,15,1724,160,161,True,STN_45,1,STN_45,10,4,False,False,Loop,Under_Maintenance,True
Rajdhani,Train_14664,14664,16,True,2025-09-11 10:13:00,2025-09-11 11:13:00,69,3.18,10,128,37,1304,17,20,True,STN_4,3,STN_4,3,1,False,False,Yard,Free,False
Superfast,Train_12547,12547,167,False,2025-09-11 10:50:00,2025-09-11 12:13:00,64,2.22,10,34,37,1150,168,172,True,STN_29,3,STN_29,9,7,True,False,Loop,Occupied,False
Superfast,Train_17221,17221,38,False,2025-09-11 10:02:00,2025-09-11 13:05:00,104,5.33,10,52,38,1248,39,41,True,STN_45,5,STN_45,10,4,False,False,Main,Under_Maintenance,False
Superfast,Train_13215,13215,95,True,2025-09-11 10:08:00,2025-09-11 10:41:00,56,2.09,63,39,37,2226,96,97,True,STN_34,1,STN_34,10,3,False,False,Loop,Occupied,False
Express,Train_18151,18151,61,True,2025-09-11 10:02:00,2025-09-11 12:07:00,65,6.29,39,51,22,1227,62,63,True,STN_8,2,STN_8,6,2,False,False,Main,Under_Maintenance,True
Passenger,Train_20962,20962,164,True,2025-09-11 10:12:00,2025-09-11 13:46:00,88,0.94,0,149,21,738,165,166,False,STN_19,11,STN_19,12,2,True,True,Yard,Occupied,False
Shatabdi,Train_21732,21732,122,False,2025-09-11 10:18:00,2025-09-11 12:20:00,40,8.37,84,79,44,904,123,125,False,STN_25,5,STN_25,6,0,True,True,Loop,Free,True
Rajdhani,Train_12507,12507,145,False,2025-09-11 10:15:00,2025-09-11 11:14:00,72,10.68,88,66,19,1785,146,149,True,STN_34,6,STN_34,10,3,False,False,Yard,Under_Maintenance,True
Rajdhani,Train_21950,21950,42,True,2025-09-11 10:34:00,2025-09-11 13:37:00,71,15.04,47,97,56,1386,43,43,True,STN_30,8,STN_30,8,7,True,False,Main,Free,True
Passenger,Train_12877,12877,57,True,2025-09-11 10:31:00,2025-09-11 12:57:00,56,4.9,94,118,14,1533,58,59,False,STN_10,4,STN_10,5,3,True,True,Main,Free,False
Express,Train_15367,15367,160,True,2025-09-11 10:14:00,2025-09-11 13:07:00,39,8.13,0,80,30,1904,161,163,False,STN_5,12,STN_5,12,11,True,False,Loop,Under_Maintenance,True
Vande Bharat,Train_21078,21078,97,True,2025-09-11 10:07:00,2025-09-11 13:17:00,30,20.98,33,64,11,1438,98,98,False,STN_10,3,STN_10,5,3,True,True,Main,Free,False
Superfast,Train_22823,22823,3,True,2025-09-11 10:44:00,2025-09-11 12:40:00,78,20.27,22,39,1,2457,4,8,False,STN_25,1,STN_25,6,0,True,True,Main,Free,True
Passenger,Train_15891,15891,37,False,2025-09-11 10:19:00,2025-09-11 12:53:00,66,19.44,43,84,12,1311,38,42,True,STN_4,2,STN_4,3,1,False,False,Main,Occupied,True
